type,precision,recall,f1,fp_cnt,fn_cnt,within_error,outer_error,support,query_cnt
building-theater,0.184,0.072,0.1035,204,593,0.007489646860337812,0.007817317564706251,639,250
building-transportation,0.0,0.0,0.0,1,0,0.0,0.045454545454545456,0,1
building-university,0.0,0.0,0.0,2,0,0.0,0.0,0,2
event-action,0.0,0.0,0.0,3,0,0.0,0.027777777777777776,0,3
event-activity,0.0,0.0,0.0,2,0,0.0,0.0,0,2
event-artsperformance,0.0,0.0,0.0,1,0,0.0,0.1111111111111111,0,1
event-artwritten,0.0,0.0,0.0,3,0,0.0,0.020833333333333332,0,3
event-conflict,0.0,0.0,0.0,1,0,0.0,0.0,0,1
event-date,0.0,0.0,0.0,70,0,0.00020703933747412008,0.0007452574525745257,0,70
event-dateevent,0.0,0.0,0.0,8,0,0.0,0.0,0,8
event-datetime,0.0,0.0,0.0,4,0,0.0,0.013157894736842105,0,4
event-death,0.0,0.0,0.0,1,0,0.014492753623188406,0.0,0,1
event-dependence,0.0,0.0,0.0,1,0,0.038461538461538464,0.038461538461538464,0,1
event-donation,0.0,0.0,0.0,1,0,0.038461538461538464,0.038461538461538464,0,1
event-educationaldegree,0.0,0.0,0.0,1,0,0.0,0.0,0,1
event-election,0.0123,0.0107,0.0114,400,464,0.0050341768817411614,0.0038211011325794335,469,405
event-event,0.0,0.0,0.0,7,0,0.02127659574468085,0.009216589861751152,0,7
event-historical,0.0,0.0,0.0,1,0,0.20833333333333334,0.0,0,1
event-historicalevent,0.0,0.0,0.0,1,0,0.05263157894736842,0.0,0,1
event-injury,0.0,0.0,0.0,1,0,0.038461538461538464,0.038461538461538464,0,1
event-location,0.0,0.0,0.0,11,0,0.01718138321009134,0.004784688995215311,0,11
event-measurement,0.0,0.0,0.0,6,0,0.005555555555555556,0.0,0,6
event-militaryoperation,0.0,0.0,0.0,1,0,0.0,0.0,0,1
event-naturaldisaster,0.0,0.0,0.0,1,0,0.0,0.0,0,1
event-naturalphenomenon,0.0,0.0,0.0,2,0,0.016666666666666666,0.0,0,2
event-organization,0.0,0.0,0.0,3,0,0.029411764705882356,0.00980392156862745,0,3
event-performance,0.0,0.0,0.0,1,0,0.0,0.0,0,1
event-performancedate,0.0,0.0,0.0,2,0,0.0,0.02631578947368421,0,2
event-politicalmovement,0.0,0.0,0.0,1,0,0.0,0.0,0,1
event-racingevent,0.0,0.0,0.0,2,0,0.0,0.0,0,2
event-season,0.0,0.0,0.0,1,0,0.0,0.0,0,1
event-sedation,0.0,0.0,0.0,1,0,0.038461538461538464,0.038461538461538464,0,1
event-sport,0.0,0.0,0.0,5,0,0.04166666666666667,0.0,0,5
event-sportsevent,0.058,0.0283,0.038,260,549,0.006371509663830816,0.005277327232849044,565,276
event-time,0.0,0.0,0.0,16,0,0.0,0.0,0,16
event-violence,0.0,0.0,0.0,2,0,0.007246376811594203,0.0,0,2
hospital-hospital,0.0,0.0,0.0,2,0,0.05263157894736842,0.05263157894736842,0,2
location-bldglocation,0.0,0.0,0.0,2,0,0.0,0.012195121951219513,0,2
location-bodiesofwater,0.2584,0.1305,0.1735,287,666,0.007308470848497493,0.006414634494929314,766,387
location-bodieswater,0.0,0.0,0.0,3,0,0.037037037037037035,0.005847953216374269,0,3
location-building,0.0,0.0,0.0,6,0,0.014705882352941178,0.01772247360482655,0,6
location-cities,0.0,0.0,0.0,5,0,0.0,0.008695652173913044,0,5
location-city,0.0,0.0,0.0,30,0,0.022443764762180022,0.006999022482893451,0,30
location-continent,0.0,0.0,0.0,1,0,0.0,0.0,0,1
location-country,0.0,0.0,0.0,25,0,0.017075911242239842,0.006327985739750446,0,25
location-educational,0.0,0.0,0.0,2,0,0.11292962356792144,0.0,0,2
location-geographic,0.0,0.0,0.0,4,0,0.008333333333333333,0.0,0,4
location-geographical,0.0,0.0,0.0,12,0,0.02977245862884161,0.0,0,12
location-geographicalfeature,0.0,0.0,0.0,7,0,0.012422360248447204,0.018633540372670808,0,7
location-geographiclocation,0.0,0.0,0.0,6,0,0.0,0.0040650406504065045,0,6
location-geological,0.0,0.0,0.0,3,0,0.06944444444444445,0.0,0,3
location-geopolitical,0.0,0.0,0.0,3,0,0.028985507246376812,0.0,0,3
location-hospital,0.0,0.0,0.0,7,0,0.03352149370386452,0.010884353741496598,0,7
location-lake,0.0,0.0,0.0,1,0,0.2,0.06666666666666667,0,1
location-location,0.0,0.0,0.0,3,0,0.03508771929824561,0.03508771929824561,0,3
location-naturalfeature,0.0,0.0,0.0,3,0,0.03968253968253968,0.011111111111111112,0,3
location-ocean,0.0,0.0,0.0,2,0,0.08484848484848484,0.0393939393939394,0,2
location-organization,0.0,0.0,0.0,4,0,0.03723404255319149,0.0,0,4
location-other,0.1327,0.0715,0.0929,340,675,0.00621622740458141,0.006661652542548954,727,392
location-people,0.0,0.0,0.0,9,0,0.026210299105766263,0.014492753623188406,0,9
location-person,0.0,0.0,0.0,1,0,0.14285714285714285,0.0,0,1
location-place,0.0,0.0,0.0,2,0,0.0,0.0,0,2
location-political,0.0,0.0,0.0,3,0,0.09508547008547008,0.0,0,3
location-politicaldivision,0.0,0.0,0.0,5,0,0.017391304347826087,0.0,0,5
location-politicalsubdivision,0.0,0.0,0.0,5,0,0.0,0.0,0,5
location-politics,0.0,0.0,0.0,2,0,0.0,0.0,0,2
location-region,0.0,0.0,0.0,1,0,0.07692307692307693,0.0,0,1
location-river,0.0,0.0,0.0,3,0,0.11212121212121212,0.03737373737373737,0,3
location-sport,0.0,0.0,0.0,1,0,0.20833333333333334,0.0,0,1
location-state,0.0,0.0,0.0,2,0,0.016666666666666666,0.016666666666666666,0,2
location-structure,0.0,0.0,0.0,4,0,0.027777777777777776,0.0,0,4
location-theater,0.0,0.0,0.0,1,0,0.2,0.06666666666666667,0,1
media-publication,0.0,0.0,0.0,2,0,0.0,0.008771929824561403,0,2
org,0.0,0.0,0.0,3,0,0.0,0.0,0,3
organization-artsorganization,0.0,0.0,0.0,1,0,0.08571428571428572,0.0,0,1
organization-business,0.0,0.0,0.0,1,0,0.03333333333333333,0.0,0,1
organization-company,0.0,0.0,0.0,1,0,0.07692307692307693,0.0,0,1
organization-educationalinstitution,0.0,0.0,0.0,4,0,0.008620689655172414,0.022233201581027668,0,4
organization-government,0.0,0.0,0.0,4,0,0.025,0.020833333333333332,0,4
organization-government/governmentagency,0.0,0.0,0.0,0,511,0.0,0.0,511,0
organization-manufacturing,0.0,0.0,0.0,1,0,0.0,0.0,0,1
organization-military,0.0,0.0,0.0,4,0,0.04093567251461988,0.017543859649122806,0,4
organization-militaryorganization,0.0,0.0,0.0,2,0,0.04285714285714286,0.0,0,2
organization-newspaper,0.0,0.0,0.0,5,0,0.04666666666666667,0.01666666666666667,0,5
organization-organization,0.0,0.0,0.0,2,0,0.0,0.038461538461538464,0,2
organization-politicalagency,0.0,0.0,0.0,2,0,0.0,0.0,0,2
organization-politicalparty,0.2057,0.1503,0.1737,421,616,0.007918713191231986,0.005460365243096112,725,530
organization-religiousorganization,0.0,0.0,0.0,1,0,0.08571428571428572,0.0,0,1
organization-sport,0.0,0.0,0.0,1,0,0.0,0.017543859649122806,0,1
organization-sports,0.0,0.0,0.0,4,0,0.025,0.0,0,4
organization-sportsorganization,0.0,0.0,0.0,2,0,0.0,0.0,0,2
organization-sportsteam,0.0,0.0,0.0,8,0,0.03333333333333333,0.00625,0,8
organization-theater,0.0,0.0,0.0,1,0,0.03333333333333333,0.03333333333333333,0,1
organization-tradeunion,0.0,0.0,0.0,1,0,0.1111111111111111,0.0,0,1
organization-transportation,0.0,0.0,0.0,1,0,0.13636363636363635,0.0,0,1
organization-vehicle,0.0,0.0,0.0,4,0,0.03571428571428571,0.0,0,4
other-abstractconcept,0.0,0.0,0.0,17,0,0.0,0.0014347202295552368,0,17
other-bodiesofwater,0.0,0.0,0.0,7,0,0.004608294930875576,0.009216589861751152,0,7
other-chemicalsubstance,0.0,0.0,0.0,1,0,0.0,0.09803921568627451,0,1
other-day,0.0,0.0,0.0,1,0,0.2,0.05,0,1
other-educ,0.0,0.0,0.0,2,0,0.0,0.0,0,2
other-educationaldegree,0.1333,0.08,0.1,325,575,0.008608637654948008,0.006173147444558374,625,375
other-geographicalfeature,0.0,0.0,0.0,3,0,0.0,0.0,0,3
other-hospital,0.0,0.0,0.0,2,0,0.0,0.05,0,2
other-human,0.0,0.0,0.0,5,0,0.0,0.0196078431372549,0,5
other-legal,0.0,0.0,0.0,2,0,0.0,0.0,0,2
other-livingthing,0.2598,0.1266,0.1702,396,959,0.0057466857766583015,0.00809999514029701,1098,535
other-location,0.0,0.0,0.0,1,0,0.0,0.0,0,1
other-medical,0.4429,0.2132,0.2878,322,945,0.007393691819962666,0.005436867830719486,1201,578
other-naturalphenomenon,0.0,0.0,0.0,1,0,0.03333333333333333,0.0,0,1
other-organism,0.0,0.0,0.0,3,0,0.07142857142857142,0.0,0,3
other-organization,0.0,0.0,0.0,3,0,0.022988505747126436,0.0,0,3
other-people,0.0,0.0,0.0,2,0,0.07446808510638298,0.0,0,2
other-plant,0.0,0.0,0.0,2,0,0.03571428571428571,0.07142857142857142,0,2
other-politicalparty,0.0,0.0,0.0,1,0,0.1111111111111111,0.0,0,1
other-product,0.0,0.0,0.0,4,0,0.008064516129032258,0.016129032258064516,0,4
other-resource,0.0,0.0,0.0,2,0,0.0,0.0,0,2
other-science,0.0,0.0,0.0,4,0,0.013157894736842105,0.013157894736842105,0,4
other-sport,0.0,0.0,0.0,2,0,0.0,0.0,0,2
other-substance,0.0,0.0,0.0,2,0,0.0,0.012195121951219513,0,2
other-weapon,0.0,0.0,0.0,3,0,0.0,0.0,0,3
other-writtenart,0.0,0.0,0.0,3,0,0.06666666666666667,0.016666666666666666,0,3
per,0.0,0.0,0.0,1,0,0.0,0.0,0,1
person-actor,0.3313,0.2474,0.2833,434,654,0.004612244577598888,0.004562634246430043,869,649
person-artist,0.0,0.0,0.0,7,0,0.030735930735930735,0.017748917748917747,0,7
person-athlete,0.2924,0.128,0.1781,271,763,0.005112943247759256,0.005674708786946369,875,383
person-celebrity,0.0,0.0,0.0,4,0,0.013157894736842105,0.0,0,4
person-educationaldegree,0.0,0.0,0.0,2,0,0.0,0.0,0,2
person-educationalinstitute,0.0,0.0,0.0,7,0,0.004608294930875576,0.009216589861751152,0,7
person-historical,0.0,0.0,0.0,7,0,0.014285714285714287,0.0,0,7
person-organization,0.0,0.0,0.0,3,0,0.06060606060606061,0.06951871657754011,0,3
person-organizationemployee,0.0,0.0,0.0,3,0,0.0,0.0,0,3
person-people,0.0,0.0,0.0,13,0,0.011456628477905073,0.0,0,13
person-peoplegroup,0.0,0.0,0.0,6,0,0.010416666666666666,0.0,0,6
person-person,0.0,0.0,0.0,15,0,0.010526315789473684,0.015350877192982455,0,15
person-physician,0.0,0.0,0.0,1,0,0.0,0.0,0,1
person-politician,0.0,0.0,0.0,8,0,0.03988095238095238,0.004166666666666667,0,8
person-prof,0.0,0.0,0.0,1,0,0.1111111111111111,0.037037037037037035,0,1
person-professional,0.0,0.0,0.0,12,0,0.018518518518518517,0.0030864197530864196,0,12
person-title,0.0,0.0,0.0,12,0,0.016666666666666666,0.008134920634920636,0,12
product-aircraft,0.0,0.0,0.0,1,0,0.0,0.16,0,1
product-ammunition,0.0,0.0,0.0,1,0,0.05263157894736842,0.0,0,1
product-car,0.407,0.1346,0.2023,153,675,0.007879542389346312,0.005787512535878549,780,258
product-chemical,0.0,0.0,0.0,6,0,0.0,0.047619047619047616,0,6
product-drug,0.0,0.0,0.0,4,0,0.0,0.029411764705882353,0,4
product-educationaldegree,0.0,0.0,0.0,1,0,0.0,0.0,0,1
product-educationalinstitution,0.0,0.0,0.0,1,0,0.0,0.0,0,1
product-entertainment,0.0,0.0,0.0,2,0,0.043478260869565216,0.06521739130434782,0,2
product-gun,0.0,0.0,0.0,2,0,0.06818181818181818,0.0,0,2
product-hospital,0.0,0.0,0.0,1,0,0.0,0.0,0,1
product-manufacturer,0.0,0.0,0.0,4,0,0.02142857142857143,0.0,0,4
product-movie,0.0,0.0,0.0,3,0,0.02857142857142857,0.0,0,3
product-pharmaceutical,0.0,0.0,0.0,12,0,0.007352941176470589,0.028323996265172735,0,12
product-product,0.0,0.0,0.0,28,0,0.016498447204968947,0.004447933019361591,0,28
product-productname,0.0,0.0,0.0,6,0,0.020833333333333332,0.013888888888888888,0,6
product-structure,0.0,0.0,0.0,6,0,0.0,0.0,0,6
product-substance,0.0,0.0,0.0,1,0,0.0,0.11764705882352941,0,1
product-transport,0.0,0.0,0.0,2,0,0.0,0.045454545454545456,0,2
product-treatment,0.0,0.0,0.0,1,0,0.0,0.11764705882352941,0,1
product-vehicle,0.0,0.0,0.0,81,0,0.028868710683271584,0.007566380868455322,0,81
product-vehicleengine,0.0,0.0,0.0,1,0,1.0,0.0,0,1
product-weapon,0.3195,0.1379,0.1927,230,675,0.009780340514878975,0.0044212745332216545,783,338
